Train_dates,Train_check-dates,Train_y,Train_pred,Pred_y,Pred_dates,All_pred_y,All_dates,Q5,Q25,Q75,Q95,train_file_name,county
12/10/20,,402,,,,246.3279066,11/28/20,-98.31526088,102.2657382,381.4248606,582.0058596,3/25/21,42003
12/11/20,,402,,,,254.714754,11/29/20,-88.41970455,112.1612945,391.3204169,591.901416,3/25/21,42003
12/12/20,,459,,,,261.5689667,11/30/20,-78.57265726,122.0083418,401.1674642,601.7484632,3/25/21,42003
12/13/20,,459,,,,264.9808443,12/1/20,-68.80465328,131.7763458,410.9354682,611.5164672,3/25/21,42003
12/14/20,,459,,,,268.3111218,12/2/20,-59.1363576,141.4446415,420.6037638,621.1847629,3/25/21,42003
12/15/20,,459,,,,275.6422142,12/3/20,-49.58126587,150.9997332,430.1588556,630.7398546,3/25/21,42003
12/16/20,,459,,,,284.9886526,12/4/20,-40.14375306,160.437246,439.5963684,640.1773674,3/25/21,42003
12/17/20,,459,,,,318.5750165,12/5/20,-30.81128061,169.7697184,448.9288408,649.5098399,3/25/21,42003
12/18/20,,459,,,,329.2544022,12/6/20,-21.55894513,179.0220539,458.1811763,658.7621754,3/25/21,42003
12/19/20,,405,,,,338.3410272,12/7/20,-12.38889388,188.1921052,467.3512276,667.9322266,3/25/21,42003
12/20/20,,405,,,,345.2589181,12/8/20,-3.318627162,197.2623719,476.4214943,677.0024933,3/25/21,42003
12/21/20,,405,,,,350.5401674,12/9/20,5.62433588,206.2053349,485.3644573,685.9454564,3/25/21,42003
12/22/20,,405,,,,355.3531191,12/10/20,14.40581179,214.9868108,494.1459332,694.7269323,3/25/21,42003
12/23/20,,405,,,,359.775319,12/11/20,22.98524428,223.5662433,502.7253657,703.3063648,3/25/21,42003
12/24/20,,405,,,,385.9704698,12/12/20,31.29719382,231.8781929,511.0373153,711.6183143,3/25/21,42003
12/25/20,,405,,,,390.6699202,12/13/20,39.22312282,239.8041219,518.9632443,719.5442433,3/25/21,42003
12/26/20,,399,,,,395.7679909,12/14/20,46.6066573,247.1876564,526.3467788,726.9277778,3/25/21,42003
12/27/20,,399,,,,401.3189084,12/15/20,53.30650734,253.8875064,533.0466288,733.6276278,3/25/21,42003
12/28/20,,399,,,,405.0999538,12/16/20,59.24860715,259.8296062,538.9887286,739.5697277,3/25/21,42003
12/29/20,,399,,,,409.2851492,12/17/20,64.43255696,265.013556,544.1726784,744.7536775,3/25/21,42003
12/30/20,,399,,,,415.937578,12/18/20,68.90644931,269.4874484,548.6465708,749.2275698,3/25/21,42003
12/31/20,,399,,,,428.1562269,12/19/20,72.74815199,273.329151,552.4882734,753.0692725,3/25/21,42003
1/1/21,,399,,,,430.4722398,12/20/20,76.05220191,276.633201,555.7923234,756.3733224,3/25/21,42003
1/2/21,,462,,,,434.2131431,12/21/20,78.90150713,279.4825062,558.6416286,759.2226276,3/25/21,42003
1/3/21,,462,,,,436.5275203,12/22/20,81.35196617,281.9329652,561.0920876,761.6730867,3/25/21,42003
1/4/21,,462,,,,440.5466259,12/23/20,83.43345037,284.0144494,563.1735718,763.7545709,3/25/21,42003
1/5/21,,462,,,,445.9413364,12/24/20,85.16904774,285.7500468,564.9091692,765.4901682,3/25/21,42003
1/6/21,,462,,,,448.1829408,12/25/20,86.59847276,287.1794718,566.3385942,766.9195933,3/25/21,42003
1/7/21,,462,,,,438.5879262,12/26/20,87.77701685,288.3580159,567.5171383,768.0981374,3/25/21,42003
1/8/21,,462,,,,432.4965183,12/27/20,88.74066924,289.3216683,568.4807907,769.0617897,3/25/21,42003
1/9/21,,429,,,,423.376166,12/28/20,89.46723699,290.048236,569.2073584,769.7883575,3/25/21,42003
1/10/21,,429,,,,417.9110158,12/29/20,89.93378115,290.5147802,569.6739026,770.2549016,3/25/21,42003
1/11/21,,429,,,,417.5232598,12/30/20,90.15605578,290.7370548,569.8961772,770.4771763,3/25/21,42003
1/12/21,,429,,,,420.6360137,12/31/20,90.19340223,290.7744013,569.9335237,770.5145227,3/25/21,42003
1/13/21,,429,,,,424.2404124,1/1/21,90.12514667,290.7061457,569.8652681,770.4462672,3/25/21,42003
1/14/21,,429,,,,430.9677404,1/2/21,89.9902119,290.571211,569.7303333,770.3113324,3/25/21,42003
1/15/21,,429,,,,433.7732234,1/3/21,89.72476066,290.3057597,569.4648821,770.0458812,3/25/21,42003
1/16/21,,297,,,,431.0894723,1/4/21,89.19963187,289.7806309,568.9397533,769.5207524,3/25/21,42003
1/17/21,,297,,,,429.3447293,1/5/21,88.31318433,288.8941834,568.0533058,768.6343048,3/25/21,42003
1/18/21,,297,,,,428.3800518,1/6/21,87.04464794,287.625647,566.7847694,767.3657684,3/25/21,42003
1/19/21,,297,,,,432.0269969,1/7/21,85.45479198,286.035791,565.1949134,765.7759125,3/25/21,42003
1/20/21,,297,,,,435.6746687,1/8/21,83.63266997,284.213669,563.3727914,763.9537905,3/25/21,42003
1/21/21,,297,,,,451.926656,1/9/21,81.63037815,282.2113772,561.3704996,761.9514987,3/25/21,42003
1/22/21,,297,,,,448.6226196,1/10/21,79.41618641,279.9971855,559.1563079,759.7373069,3/25/21,42003
1/23/21,,315,,,,443.9039159,1/11/21,76.92054862,277.5015477,556.6606701,757.2416691,3/25/21,42003
1/24/21,,315,,,,437.4279574,1/12/21,74.08204759,274.6630466,553.822169,754.4031681,3/25/21,42003
1/25/21,,315,,,,427.9908281,1/13/21,70.86970384,271.4507029,550.6098253,751.1908243,3/25/21,42003
1/26/21,,315,,,,421.2255594,1/14/21,67.27987194,267.860871,547.0199934,747.6009924,3/25/21,42003
1/27/21,,315,,,,415.4919681,1/15/21,63.32875154,263.9097506,543.068873,743.649872,3/25/21,42003
1/28/21,,315,,,,397.3912808,1/16/21,59.03228385,259.6132829,538.7724053,739.3534043,3/25/21,42003
1/29/21,,315,,,,390.840026,1/17/21,54.37720659,254.9582056,534.117328,734.6983271,3/25/21,42003
1/30/21,,291,,,,385.8843889,1/18/21,49.33505909,249.9160581,529.0751805,729.6561796,3/25/21,42003
1/31/21,,291,,,,380.8121897,1/19/21,43.9181013,244.4991004,523.6582228,724.2392218,3/25/21,42003
2/1/21,,291,,,,383.3849059,1/20/21,38.2293319,238.810331,517.9694533,718.5504524,3/25/21,42003
2/2/21,,291,,,,380.537391,1/21/21,32.43970633,233.0207054,512.1798278,712.7608268,3/25/21,42003
2/3/21,,291,,,,377.6848759,1/22/21,26.70995193,227.290951,506.4500734,707.0310724,3/25/21,42003
2/4/21,,291,,,,345.0421146,1/23/21,21.12661167,221.7076107,500.8667331,701.4477322,3/25/21,42003
2/5/21,,291,,,,337.9284695,1/24/21,15.6918672,216.2728663,495.4319886,696.0129877,3/25/21,42003
2/6/21,,315,,,,334.5903458,1/25/21,10.36544713,210.9464462,490.1055686,690.6865676,3/25/21,42003
2/7/21,,315,,,,332.722001,1/26/21,5.10377174,205.6847708,484.8438932,685.4248922,3/25/21,42003
2/8/21,,315,,,,332.930513,1/27/21,-0.1272206,200.4537785,479.6129008,680.1938999,3/25/21,42003
2/9/21,,315,,,,335.3824682,1/28/21,-5.347139397,195.2338597,474.3929821,674.9739811,3/25/21,42003
2/10/21,,315,,,,337.6608592,1/29/21,-10.56134009,190.019659,469.1787814,669.7597804,3/25/21,42003
2/11/21,,315,,,,327.8531891,1/30/21,-15.76800298,184.8129961,463.9721185,664.5531175,3/25/21,42003
2/12/21,,315,,,,320.9521371,1/31/21,-20.95806954,179.6229295,458.7820519,659.363051,3/25/21,42003
2/13/21,,387,,,,316.6284381,2/1/21,-26.10774175,174.4732573,453.6323797,654.2133788,3/25/21,42003
2/14/21,,387,,,,312.0958036,2/2/21,-31.19491942,169.3860796,448.545202,649.1262011,3/25/21,42003
2/15/21,,387,,,,309.4174368,2/3/21,-36.21310176,164.3678973,443.5270197,644.1080187,3/25/21,42003
2/16/21,,387,,,,306.5025164,2/4/21,-41.17385684,159.4071422,438.5662646,639.1472637,3/25/21,42003
2/17/21,,387,,,,302.5264253,2/5/21,-46.11194742,154.4690516,433.628174,634.2091731,3/25/21,42003
2/18/21,,387,,,,289.4238133,2/6/21,-51.05963913,149.5213599,428.6804823,629.2614814,3/25/21,42003
2/19/21,,387,,,,282.1485018,2/7/21,-56.01161982,144.5693792,423.7285016,624.3095007,3/25/21,42003
2/20/21,,219,,,,273.6847147,2/8/21,-60.92084837,139.6601507,418.8192731,619.4002721,3/25/21,42003
2/21/21,,219,,,,266.3035376,2/9/21,-65.72974434,134.8512547,414.0103771,614.5913762,3/25/21,42003
2/22/21,,219,,,,261.9925756,2/10/21,-70.38220889,130.1987902,409.3579126,609.9389116,3/25/21,42003
2/23/21,,219,,,,261.0569958,2/11/21,-74.82721827,125.7537808,404.9129032,605.4939022,3/25/21,42003
2/24/21,,219,,,,255.6704482,2/12/21,-79.0268839,121.5541152,400.7132375,601.2942366,3/25/21,42003
2/25/21,,219,,,,250.9778093,2/13/21,-82.96847885,117.6125202,396.7716426,597.3526416,3/25/21,42003
2/26/21,,219,,,,246.5391692,2/14/21,-86.67599787,113.9050012,393.0641236,593.6451226,3/25/21,42003
2/27/21,,159,,,,242.8956535,2/15/21,-90.19281626,110.3881828,389.5473052,590.1283042,3/25/21,42003
2/28/21,,159,,,,237.8708649,2/16/21,-93.57433574,107.0066633,386.1657857,586.7467848,3/25/21,42003
3/1/21,,159,,,,238.8256638,2/17/21,-96.87895842,103.7020406,382.861163,583.4421621,3/25/21,42003
3/2/21,,159,,,,231.6233819,2/18/21,-100.1520953,100.4289038,379.5880262,580.1690252,3/25/21,42003
3/3/21,,159,,,,229.3928702,2/19/21,-103.4162286,97.16477048,376.3238929,576.9048919,3/25/21,42003
3/4/21,,159,,,,241.9561162,2/20/21,-106.6753329,93.90566611,373.0647885,573.6457876,3/25/21,42003
3/5/21,,159,,,,235.9165672,2/21/21,-109.9360384,90.64496061,369.804083,570.3850821,3/25/21,42003
3/6/21,,45,,,,236.9292217,2/22/21,-113.2056943,87.37530478,366.5344272,567.1154262,3/25/21,42003
,,,,,,234.7289987,2/23/21,-116.4876985,84.09330052,363.2524229,563.833422,3/25/21,42003
,,,,,,233.8662361,2/24/21,-119.779516,80.80148306,359.9606055,560.5416045,3/25/21,42003
,,,,,,233.4341047,2/25/21,-123.0749666,77.50603243,356.6651548,557.2461539,3/25/21,42003
,,,,,,235.5745195,2/26/21,-126.3701437,74.21085536,353.3699778,553.9509768,3/25/21,42003
,,,,,,200.2931207,2/27/21,-129.6736094,70.90738967,350.0665121,550.6475111,3/25/21,42003
,,,,,,199.3221833,2/28/21,-133.0072623,67.57373671,346.7328591,547.3138582,3/25/21,42003
,,,,,,197.0525386,3/1/21,-136.4102007,64.17079836,343.3299208,543.9109198,3/25/21,42003
,,,,,,194.1372336,3/2/21,-139.9145877,60.66641139,339.8255338,540.4065328,3/25/21,42003
,,,,,,192.4474029,3/3/21,-143.5264769,57.05452211,336.2136445,536.7946436,3/25/21,42003
,,,,,,192.1666326,3/4/21,-147.2181901,53.36280893,332.5219313,533.1029304,3/25/21,42003
,,,,,,191.0714057,3/5/21,-150.930418,49.65058105,328.8097034,529.3907025,3/25/21,42003
,,,,,,176.9587655,3/6/21,-154.5777333,46.00326577,325.1623882,525.7433872,3/25/21,42003
,,,,,,175.4182564,3/7/21,-157.7208208,42.86017821,322.0193006,522.6002997,3/25/21,42003
,,,,,,174.5237401,3/8/21,-160.7670027,39.81399638,318.9731188,519.5541178,3/25/21,42003
,,,,,,173.7909895,3/9/21,-163.7538553,36.82714379,315.9862662,516.5672652,3/25/21,42003
,,,,,,173.3844596,3/10/21,-166.6959786,33.88502045,313.0441428,513.6251419,3/25/21,42003
,,,,,,177.014111,3/11/21,-169.6009358,30.98006325,310.1391856,510.7201847,3/25/21,42003
,,,,,,174.2442667,3/12/21,-172.4746102,28.10638888,307.2655113,507.8465103,3/25/21,42003
,,,,,,174.2442667,3/12/21,-175.3227669,25.25823211,304.4173545,504.9983536,3/25/21,42003
,,,,,,152.1574548,3/13/21,-178.1510809,22.42991818,301.5890406,502.1700396,3/25/21,42003
,,,,,,151.4881715,3/14/21,-180.9647205,19.61627854,298.7754009,499.3564,3/25/21,42003
,,,,,,151.4531755,3/15/21,-183.7663748,16.81462428,295.9737467,496.5547457,3/25/21,42003
,,,,,,150.4333539,3/16/21,-186.556546,14.02445306,293.1835755,493.7645745,3/25/21,42003
,,,,,,150.7399878,3/17/21,-189.3343503,11.24664875,290.4057711,490.9867702,3/25/21,42003
,,,,,,152.7022715,3/18/21,-192.0981391,8.482859966,287.6419824,488.2229814,3/25/21,42003
,,,,,,155.0271456,3/19/21,-194.846321,5.73467805,284.8938004,485.4747995,3/25/21,42003
